[nltk_data] Downloading package punkt to /home/anurag/nltk_data...
[nltk_data]   Package punkt is already up-to-date!
/home/anurag/anaconda3/envs/med_vqa/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:2354: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
178
device cuda:1
Epoch 0/199
----------
| TRAIN SET | Epoch [01/200], Step[0000/0444], Loss: 6.1042, Top 1 Acc: 0.0000, Top 5 Acc: 0.0058, Bleu: 0.0000
| TRAIN SET | Epoch [24/200], Step[0400/0444], Loss: 3.9146, Top 1 Acc: 0.1054, Top 5 Acc: 0.3964, Bleu: 0.0000
| TRAIN SET | Epoch [24/200], Step[0410/0444], Loss: 3.5296, Top 1 Acc: 0.1574, Top 5 Acc: 0.5237, Bleu: 0.0000
| TRAIN SET | Epoch [24/200], Step[0420/0444], Loss: 3.7287, Top 1 Acc: 0.1464, Top 5 Acc: 0.4033, Bleu: 0.0000
| TRAIN SET | Epoch [24/200], Step[0430/0444], Loss: 3.7756, Top 1 Acc: 0.1094, Top 5 Acc: 0.3721, Bleu: 0.0000
| TRAIN SET | Epoch [24/200], Step[0440/0444], Loss: 3.7198, Top 1 Acc: 0.1308, Top 5 Acc: 0.4931, Bleu: 0.0000
train Loss: 3.7539 Top 1 Acc: 0.1572 Top 5 Acc: 0.4495 Bleu: 0.0000
| VALID SET | Epoch [24/200], Step[0000/0031], Loss: 1.9094, Top 1 Acc: 0.2188, Top 5 Acc: 0.5312, Bleu: 0.0000
| VALID SET | Epoch [24/200], Step[0010/0031], Loss: 1.8414, Top 1 Acc: 0.2656, Top 5 Acc: 0.5156, Bleu: 0.0000
| VALID SET | Epoch [24/200], Step[0020/0031], Loss: 1.8845, Top 1 Acc: 0.1562, Top 5 Acc: 0.5156, Bleu: 0.0000
| VALID SET | Epoch [24/200], Step[0030/0031], Loss: 2.0489, Top 1 Acc: 0.2188, Top 5 Acc: 0.4844, Bleu: 0.0000
valid Loss: 2.0430 Top 1 Acc: 0.1935 Top 5 Acc: 0.4910 Bleu: 0.0000
Epoch 24/199
----------
| TRAIN SET | Epoch [25/200], Step[0000/0444], Loss: 3.9558, Top 1 Acc: 0.2002, Top 5 Acc: 0.4080, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0010/0444], Loss: 3.7142, Top 1 Acc: 0.0879, Top 5 Acc: 0.4259, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0020/0444], Loss: 3.3791, Top 1 Acc: 0.1748, Top 5 Acc: 0.5509, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0030/0444], Loss: 3.8347, Top 1 Acc: 0.1268, Top 5 Acc: 0.4179, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0040/0444], Loss: 4.1562, Top 1 Acc: 0.0654, Top 5 Acc: 0.3692, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0050/0444], Loss: 3.7833, Top 1 Acc: 0.1065, Top 5 Acc: 0.4542, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0060/0444], Loss: 3.8432, Top 1 Acc: 0.1308, Top 5 Acc: 0.3536, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0070/0444], Loss: 3.8245, Top 1 Acc: 0.1661, Top 5 Acc: 0.4647, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0080/0444], Loss: 3.4557, Top 1 Acc: 0.2344, Top 5 Acc: 0.5040, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0090/0444], Loss: 3.6079, Top 1 Acc: 0.1661, Top 5 Acc: 0.4728, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0100/0444], Loss: 3.5230, Top 1 Acc: 0.1621, Top 5 Acc: 0.5069, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0110/0444], Loss: 3.6378, Top 1 Acc: 0.1944, Top 5 Acc: 0.4520, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0120/0444], Loss: 3.6599, Top 1 Acc: 0.1806, Top 5 Acc: 0.4873, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0130/0444], Loss: 3.7216, Top 1 Acc: 0.1817, Top 5 Acc: 0.4415, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0140/0444], Loss: 3.7468, Top 1 Acc: 0.1875, Top 5 Acc: 0.4277, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0150/0444], Loss: 3.7998, Top 1 Acc: 0.0967, Top 5 Acc: 0.4728, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0160/0444], Loss: 3.5653, Top 1 Acc: 0.2286, Top 5 Acc: 0.4873, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0170/0444], Loss: 3.6358, Top 1 Acc: 0.1279, Top 5 Acc: 0.4444, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0180/0444], Loss: 3.6005, Top 1 Acc: 0.1719, Top 5 Acc: 0.5058, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0190/0444], Loss: 3.7246, Top 1 Acc: 0.1377, Top 5 Acc: 0.4219, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0200/0444], Loss: 3.5564, Top 1 Acc: 0.1788, Top 5 Acc: 0.5723, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0210/0444], Loss: 3.8434, Top 1 Acc: 0.0967, Top 5 Acc: 0.4757, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0220/0444], Loss: 3.6838, Top 1 Acc: 0.1679, Top 5 Acc: 0.5214, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0230/0444], Loss: 3.6162, Top 1 Acc: 0.1690, Top 5 Acc: 0.5040, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0240/0444], Loss: 3.7816, Top 1 Acc: 0.1933, Top 5 Acc: 0.4647, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0250/0444], Loss: 4.1577, Top 1 Acc: 0.1308, Top 5 Acc: 0.3583, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0260/0444], Loss: 3.9084, Top 1 Acc: 0.1036, Top 5 Acc: 0.3663, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0270/0444], Loss: 4.0346, Top 1 Acc: 0.1395, Top 5 Acc: 0.4179, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0280/0444], Loss: 3.4730, Top 1 Acc: 0.1690, Top 5 Acc: 0.5295, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0290/0444], Loss: 3.5277, Top 1 Acc: 0.1493, Top 5 Acc: 0.4960, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0300/0444], Loss: 3.5642, Top 1 Acc: 0.2071, Top 5 Acc: 0.4942, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0310/0444], Loss: 3.6096, Top 1 Acc: 0.1632, Top 5 Acc: 0.4455, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0320/0444], Loss: 3.8955, Top 1 Acc: 0.1337, Top 5 Acc: 0.4103, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0330/0444], Loss: 3.7512, Top 1 Acc: 0.1759, Top 5 Acc: 0.4190, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0340/0444], Loss: 3.9077, Top 1 Acc: 0.1533, Top 5 Acc: 0.3339, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0350/0444], Loss: 4.2786, Top 1 Acc: 0.0654, Top 5 Acc: 0.3478, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0360/0444], Loss: 3.6313, Top 1 Acc: 0.2373, Top 5 Acc: 0.4248, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0370/0444], Loss: 3.6957, Top 1 Acc: 0.1210, Top 5 Acc: 0.4844, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0380/0444], Loss: 3.6537, Top 1 Acc: 0.1719, Top 5 Acc: 0.4346, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0390/0444], Loss: 3.6809, Top 1 Acc: 0.1817, Top 5 Acc: 0.5069, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0400/0444], Loss: 3.7523, Top 1 Acc: 0.1562, Top 5 Acc: 0.3993, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0410/0444], Loss: 3.7318, Top 1 Acc: 0.1464, Top 5 Acc: 0.4688, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0420/0444], Loss: 3.8577, Top 1 Acc: 0.1308, Top 5 Acc: 0.4121, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0430/0444], Loss: 3.6500, Top 1 Acc: 0.1592, Top 5 Acc: 0.4804, Bleu: 0.0000
| TRAIN SET | Epoch [25/200], Step[0440/0444], Loss: 3.7452, Top 1 Acc: 0.1846, Top 5 Acc: 0.4346, Bleu: 0.0000
train Loss: 3.7526 Top 1 Acc: 0.1574 Top 5 Acc: 0.4499 Bleu: 0.0000
| VALID SET | Epoch [25/200], Step[0000/0031], Loss: 1.9626, Top 1 Acc: 0.2188, Top 5 Acc: 0.4844, Bleu: 0.0000
| VALID SET | Epoch [25/200], Step[0010/0031], Loss: 2.0188, Top 1 Acc: 0.1875, Top 5 Acc: 0.5000, Bleu: 0.0000
| VALID SET | Epoch [25/200], Step[0020/0031], Loss: 1.9679, Top 1 Acc: 0.3125, Top 5 Acc: 0.4219, Bleu: 0.0000
| VALID SET | Epoch [25/200], Step[0030/0031], Loss: 1.8863, Top 1 Acc: 0.2344, Top 5 Acc: 0.5312, Bleu: 0.0000
valid Loss: 2.0377 Top 1 Acc: 0.1920 Top 5 Acc: 0.4940 Bleu: 0.0000
Epoch 25/199
----------
| TRAIN SET | Epoch [26/200], Step[0000/0444], Loss: 3.9692, Top 1 Acc: 0.0996, Top 5 Acc: 0.4502, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0010/0444], Loss: 3.7913, Top 1 Acc: 0.0839, Top 5 Acc: 0.4277, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0020/0444], Loss: 3.5660, Top 1 Acc: 0.1377, Top 5 Acc: 0.5306, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0030/0444], Loss: 3.6377, Top 1 Acc: 0.1864, Top 5 Acc: 0.5047, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0040/0444], Loss: 3.6913, Top 1 Acc: 0.1279, Top 5 Acc: 0.4306, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0050/0444], Loss: 3.7944, Top 1 Acc: 0.1504, Top 5 Acc: 0.4201, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0060/0444], Loss: 3.7108, Top 1 Acc: 0.1152, Top 5 Acc: 0.4717, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0070/0444], Loss: 3.9515, Top 1 Acc: 0.1308, Top 5 Acc: 0.4062, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0080/0444], Loss: 3.5483, Top 1 Acc: 0.1435, Top 5 Acc: 0.4746, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0090/0444], Loss: 3.7713, Top 1 Acc: 0.1580, Top 5 Acc: 0.4717, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0100/0444], Loss: 3.8712, Top 1 Acc: 0.1348, Top 5 Acc: 0.4560, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0110/0444], Loss: 3.8101, Top 1 Acc: 0.1650, Top 5 Acc: 0.4277, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0120/0444], Loss: 3.8329, Top 1 Acc: 0.1337, Top 5 Acc: 0.4161, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0130/0444], Loss: 3.9169, Top 1 Acc: 0.0683, Top 5 Acc: 0.3924, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0140/0444], Loss: 3.6639, Top 1 Acc: 0.2002, Top 5 Acc: 0.3670, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0150/0444], Loss: 3.5366, Top 1 Acc: 0.2002, Top 5 Acc: 0.4884, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0160/0444], Loss: 3.9515, Top 1 Acc: 0.1446, Top 5 Acc: 0.3681, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0170/0444], Loss: 3.6162, Top 1 Acc: 0.2598, Top 5 Acc: 0.4844, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0180/0444], Loss: 3.7405, Top 1 Acc: 0.1123, Top 5 Acc: 0.4531, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0190/0444], Loss: 3.9128, Top 1 Acc: 0.1250, Top 5 Acc: 0.4306, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0200/0444], Loss: 3.8780, Top 1 Acc: 0.2002, Top 5 Acc: 0.4004, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0210/0444], Loss: 3.4485, Top 1 Acc: 0.2580, Top 5 Acc: 0.5480, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0220/0444], Loss: 3.5967, Top 1 Acc: 0.1846, Top 5 Acc: 0.4542, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0230/0444], Loss: 3.6775, Top 1 Acc: 0.1025, Top 5 Acc: 0.4062, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0240/0444], Loss: 3.5874, Top 1 Acc: 0.1632, Top 5 Acc: 0.4855, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0250/0444], Loss: 3.6059, Top 1 Acc: 0.1094, Top 5 Acc: 0.4873, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0260/0444], Loss: 3.7129, Top 1 Acc: 0.1152, Top 5 Acc: 0.4982, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0270/0444], Loss: 3.9733, Top 1 Acc: 0.1221, Top 5 Acc: 0.4335, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0280/0444], Loss: 3.6861, Top 1 Acc: 0.1348, Top 5 Acc: 0.4346, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0290/0444], Loss: 3.8080, Top 1 Acc: 0.1562, Top 5 Acc: 0.3964, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0300/0444], Loss: 3.9606, Top 1 Acc: 0.1054, Top 5 Acc: 0.4237, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0310/0444], Loss: 3.8713, Top 1 Acc: 0.1493, Top 5 Acc: 0.4033, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0320/0444], Loss: 3.7160, Top 1 Acc: 0.1152, Top 5 Acc: 0.4913, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0330/0444], Loss: 3.6223, Top 1 Acc: 0.1944, Top 5 Acc: 0.4444, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0340/0444], Loss: 4.1247, Top 1 Acc: 0.1192, Top 5 Acc: 0.3750, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0350/0444], Loss: 3.9539, Top 1 Acc: 0.1973, Top 5 Acc: 0.4473, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0360/0444], Loss: 3.8823, Top 1 Acc: 0.1065, Top 5 Acc: 0.3819, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0370/0444], Loss: 3.4385, Top 1 Acc: 0.2031, Top 5 Acc: 0.5272, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0380/0444], Loss: 3.6900, Top 1 Acc: 0.1475, Top 5 Acc: 0.5167, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0390/0444], Loss: 4.0225, Top 1 Acc: 0.1875, Top 5 Acc: 0.4132, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0400/0444], Loss: 3.5674, Top 1 Acc: 0.1551, Top 5 Acc: 0.5214, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0410/0444], Loss: 3.6964, Top 1 Acc: 0.1279, Top 5 Acc: 0.4513, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0420/0444], Loss: 3.7487, Top 1 Acc: 0.1522, Top 5 Acc: 0.4607, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0430/0444], Loss: 3.5950, Top 1 Acc: 0.1533, Top 5 Acc: 0.4542, Bleu: 0.0000
| TRAIN SET | Epoch [26/200], Step[0440/0444], Loss: 3.5611, Top 1 Acc: 0.1748, Top 5 Acc: 0.5185, Bleu: 0.0000
train Loss: 3.7545 Top 1 Acc: 0.1571 Top 5 Acc: 0.4498 Bleu: 0.0000
| VALID SET | Epoch [26/200], Step[0000/0031], Loss: 1.9427, Top 1 Acc: 0.2344, Top 5 Acc: 0.4844, Bleu: 0.0000
| VALID SET | Epoch [26/200], Step[0010/0031], Loss: 1.9253, Top 1 Acc: 0.2031, Top 5 Acc: 0.5625, Bleu: 0.0000
| VALID SET | Epoch [26/200], Step[0020/0031], Loss: 1.9697, Top 1 Acc: 0.2031, Top 5 Acc: 0.4844, Bleu: 0.0000
| VALID SET | Epoch [26/200], Step[0030/0031], Loss: 2.0844, Top 1 Acc: 0.2031, Top 5 Acc: 0.4531, Bleu: 0.0000
valid Loss: 2.0331 Top 1 Acc: 0.1920 Top 5 Acc: 0.4955 Bleu: 0.0000
Epoch 26/199
----------
| TRAIN SET | Epoch [27/200], Step[0000/0444], Loss: 4.0146, Top 1 Acc: 0.1464, Top 5 Acc: 0.4092, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0010/0444], Loss: 3.5093, Top 1 Acc: 0.1650, Top 5 Acc: 0.4306, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0020/0444], Loss: 3.6992, Top 1 Acc: 0.0967, Top 5 Acc: 0.4346, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0030/0444], Loss: 3.7409, Top 1 Acc: 0.1643, Top 5 Acc: 0.4612, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0040/0444], Loss: 3.6040, Top 1 Acc: 0.1036, Top 5 Acc: 0.5342, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0050/0444], Loss: 3.9542, Top 1 Acc: 0.1054, Top 5 Acc: 0.4393, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0060/0444], Loss: 3.7418, Top 1 Acc: 0.0897, Top 5 Acc: 0.4873, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0070/0444], Loss: 3.8034, Top 1 Acc: 0.1650, Top 5 Acc: 0.4578, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0080/0444], Loss: 3.8687, Top 1 Acc: 0.1933, Top 5 Acc: 0.4578, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0090/0444], Loss: 3.5161, Top 1 Acc: 0.2344, Top 5 Acc: 0.5879, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0100/0444], Loss: 3.8805, Top 1 Acc: 0.1435, Top 5 Acc: 0.4757, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0110/0444], Loss: 3.6983, Top 1 Acc: 0.1875, Top 5 Acc: 0.4560, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0120/0444], Loss: 4.0324, Top 1 Acc: 0.1308, Top 5 Acc: 0.4092, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0130/0444], Loss: 3.6558, Top 1 Acc: 0.2569, Top 5 Acc: 0.4746, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0140/0444], Loss: 3.7038, Top 1 Acc: 0.1632, Top 5 Acc: 0.4786, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0150/0444], Loss: 3.8988, Top 1 Acc: 0.1388, Top 5 Acc: 0.4728, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0160/0444], Loss: 4.0216, Top 1 Acc: 0.1152, Top 5 Acc: 0.3513, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0170/0444], Loss: 3.5371, Top 1 Acc: 0.1748, Top 5 Acc: 0.5254, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0180/0444], Loss: 3.8611, Top 1 Acc: 0.1210, Top 5 Acc: 0.4717, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0190/0444], Loss: 3.5857, Top 1 Acc: 0.1562, Top 5 Acc: 0.5411, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0200/0444], Loss: 3.5044, Top 1 Acc: 0.1962, Top 5 Acc: 0.5000, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0210/0444], Loss: 3.7824, Top 1 Acc: 0.1475, Top 5 Acc: 0.4462, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0220/0444], Loss: 3.5734, Top 1 Acc: 0.2060, Top 5 Acc: 0.4248, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0230/0444], Loss: 3.7331, Top 1 Acc: 0.1083, Top 5 Acc: 0.5000, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0240/0444], Loss: 3.5465, Top 1 Acc: 0.1846, Top 5 Acc: 0.5324, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0250/0444], Loss: 3.7189, Top 1 Acc: 0.2384, Top 5 Acc: 0.5011, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0260/0444], Loss: 3.5497, Top 1 Acc: 0.1592, Top 5 Acc: 0.5283, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0270/0444], Loss: 3.6264, Top 1 Acc: 0.1944, Top 5 Acc: 0.5440, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0280/0444], Loss: 3.5133, Top 1 Acc: 0.2060, Top 5 Acc: 0.4833, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0290/0444], Loss: 3.8097, Top 1 Acc: 0.0996, Top 5 Acc: 0.4288, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0300/0444], Loss: 3.8601, Top 1 Acc: 0.1094, Top 5 Acc: 0.3848, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0310/0444], Loss: 3.8436, Top 1 Acc: 0.1464, Top 5 Acc: 0.4542, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0320/0444], Loss: 4.5113, Top 1 Acc: 0.0712, Top 5 Acc: 0.3270, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0330/0444], Loss: 3.4811, Top 1 Acc: 0.2089, Top 5 Acc: 0.5654, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0340/0444], Loss: 3.7381, Top 1 Acc: 0.1406, Top 5 Acc: 0.5040, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0350/0444], Loss: 3.8346, Top 1 Acc: 0.1250, Top 5 Acc: 0.4560, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0360/0444], Loss: 3.5650, Top 1 Acc: 0.1522, Top 5 Acc: 0.4804, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0370/0444], Loss: 3.6867, Top 1 Acc: 0.1337, Top 5 Acc: 0.4757, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0380/0444], Loss: 3.9313, Top 1 Acc: 0.1377, Top 5 Acc: 0.4219, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0390/0444], Loss: 3.9032, Top 1 Acc: 0.1221, Top 5 Acc: 0.3877, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0400/0444], Loss: 3.8606, Top 1 Acc: 0.1163, Top 5 Acc: 0.4161, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0410/0444], Loss: 3.6407, Top 1 Acc: 0.2002, Top 5 Acc: 0.5116, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0420/0444], Loss: 3.6886, Top 1 Acc: 0.2286, Top 5 Acc: 0.4844, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0430/0444], Loss: 3.5331, Top 1 Acc: 0.1915, Top 5 Acc: 0.4942, Bleu: 0.0000
| TRAIN SET | Epoch [27/200], Step[0440/0444], Loss: 3.4708, Top 1 Acc: 0.1748, Top 5 Acc: 0.4531, Bleu: 0.0000
train Loss: 3.7534 Top 1 Acc: 0.1569 Top 5 Acc: 0.4496 Bleu: 0.0000
| VALID SET | Epoch [27/200], Step[0000/0031], Loss: 1.9663, Top 1 Acc: 0.1719, Top 5 Acc: 0.5156, Bleu: 0.0000
| VALID SET | Epoch [27/200], Step[0010/0031], Loss: 2.0466, Top 1 Acc: 0.1719, Top 5 Acc: 0.5312, Bleu: 0.0000
| VALID SET | Epoch [27/200], Step[0020/0031], Loss: 1.9864, Top 1 Acc: 0.2031, Top 5 Acc: 0.4531, Bleu: 0.0000
| VALID SET | Epoch [27/200], Step[0030/0031], Loss: 2.0997, Top 1 Acc: 0.2031, Top 5 Acc: 0.5000, Bleu: 0.0000
valid Loss: 2.0409 Top 1 Acc: 0.1905 Top 5 Acc: 0.4940 Bleu: 0.0000
Epoch 27/199
----------
| TRAIN SET | Epoch [28/200], Step[0000/0444], Loss: 3.3656, Top 1 Acc: 0.2031, Top 5 Acc: 0.5440, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0010/0444], Loss: 3.8436, Top 1 Acc: 0.1123, Top 5 Acc: 0.3935, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0020/0444], Loss: 3.7521, Top 1 Acc: 0.1886, Top 5 Acc: 0.4600, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0030/0444], Loss: 3.6646, Top 1 Acc: 0.0996, Top 5 Acc: 0.4277, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0040/0444], Loss: 3.9259, Top 1 Acc: 0.1632, Top 5 Acc: 0.4415, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0050/0444], Loss: 3.5704, Top 1 Acc: 0.1701, Top 5 Acc: 0.5167, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0060/0444], Loss: 3.7257, Top 1 Acc: 0.1453, Top 5 Acc: 0.4815, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0070/0444], Loss: 3.8547, Top 1 Acc: 0.1533, Top 5 Acc: 0.4560, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0080/0444], Loss: 3.3727, Top 1 Acc: 0.1533, Top 5 Acc: 0.5254, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0090/0444], Loss: 3.6021, Top 1 Acc: 0.2217, Top 5 Acc: 0.4306, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0100/0444], Loss: 3.7586, Top 1 Acc: 0.1083, Top 5 Acc: 0.4775, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0110/0444], Loss: 3.7886, Top 1 Acc: 0.0712, Top 5 Acc: 0.4103, Bleu: 0.0000
| TRAIN SET | Epoch [28/200], Step[0120/0444], Loss: 3.8840, Top 1 Acc: 0.1603, Top 5 Acc: 0.4004, Bleu: 0.0000
